order_id,customer_id,customer_name,product_name,category,quantity,unit_price,order_date,status
ZPT101003,CUST2981,Gaurav Kapoor,Real Fruit Juice 1L,Juices,8,427.59,2023-09-12,Delivered
ZPT101004,CUST4960,Gaurav Kapoor,Epigamia Greek Yogurt 90g,Dairy,9,803.48,2024-11-02,Pending
ZPT101005,CUST4393,Vijay Kumar,Parle-G Biscuits 100g,Biscuits,7,27.64,2024-10-25,Delivered
ZPT101006,CUST1838,Simran Kaur,Dettol Soap 75g,Personal Care,9,156.1,2023-08-24,Pending
ZPT101007,CUST3453,Deepak Mishra,Saffola Gold Oil 1L,Oils,1,136.77,2024-12-14,Returned
ZPT101008,CUST3415,Divya Pillai,Epigamia Greek Yogurt 90g,Dairy,8,425.54,2024-02-25,Pending
ZPT101009,CUST3609,Simran Kaur,Lay's Classic Chips 26g,Snacks,9,145.66,2023-03-08,Pending
ZPT101010,CUST4454,Sneha Iyer,Good Day Cashew 87g,Biscuits,10,432.85,2024-03-11,Delivered
ZPT101011,CUST4420,Priya Mehta,Saffola Gold Oil 1L,Oils,6,610.32,2023-07-29,Delivered
ZPT101012,CUST4006,Farhan Qureshi,India Gate Basmati 1kg,Staples,9,525.53,2023-02-15,Cancelled
ZPT101013,CUST3262,Shreya Agarwal,Harpic Toilet Cleaner 500ml,Cleaning,1,794.78,2023-09-16,Delivered
ZPT101014,CUST3082,Anita Dubey,Real Fruit Juice 1L,Juices,4,827.38,2023-04-24,Cancelled
ZPT101015,CUST3555,Aditi Choudhary,Pilsbury Maida 1kg,Staples,6,94.42,2024-01-16,Processing
ZPT101016,CUST3369,Ananya Singh,Parle-G Biscuits 100g,Biscuits,6,422.61,2023-10-06,Cancelled
ZPT101017,CUST1811,Bhavna Yadav,Tata Salt 1kg,Staples,9,673.0,2024-08-28,Processing
ZPT101018,CUST3157,Rajesh Sinha,Harpic Toilet Cleaner 500ml,Cleaning,4,328.99,2024-04-23,Delivered
ZPT101019,CUST3268,Gaurav Kapoor,Tata Salt 1kg,Staples,3,40.24,2023-05-06,Delivered
ZPT101020,CUST3403,Farhan Qureshi,Good Day Cashew 87g,Biscuits,8,717.76,2024-06-01,Returned
ZPT101021,CUST1624,Rahul Joshi,Minute Maid Orange 1L,Juices,6,663.81,2024-02-26,Delivered
ZPT101022,CUST3688,Lakshmi Bose,Amul Butter 500g,Dairy,8,882.46,2024-12-12,Processing
ZPT101023,CUST3588,Riya Desai,Saffola Gold Oil 1L,Oils,1,77.04,2023-03-05,Delivered
ZPT101024,CUST1906,Farhan Qureshi,India Gate Basmati 1kg,Staples,9,532.22,2024-10-21,Delivered
ZPT101025,CUST1643,Sneha Iyer,Colgate Toothpaste 200g,Personal Care,6,135.7,2023-04-28,Delivered
ZPT101026,CUST2127,Shreya Agarwal,Lay's Classic Chips 26g,Snacks,9,376.75,2023-08-09,Delivered
ZPT101027,CUST4267,Priya Mehta,Good Day Cashew 87g,Biscuits,2,369.03,2023-11-10,Delivered
ZPT101028,CUST2600,Vijay Kumar,Dettol Soap 75g,Personal Care,9,887.4,2024-10-17,Processing
ZPT101029,CUST3264,Suresh Rao,Real Fruit Juice 1L,Juices,5,619.44,2023-01-04,Cancelled
ZPT101030,CUST3600,Kiran Nair,Parle-G Biscuits 100g,Biscuits,5,827.94,2023-10-16,Processing
ZPT101031,CUST4024,Rajesh Sinha,Tropicana Guava 1L,Juices,5,870.47,2023-09-21,Delivered
ZPT101032,CUST1440,Sunita Rawat,Dove Shampoo 180ml,Personal Care,3,988.26,2024-02-15,Delivered
ZPT101033,CUST4081,Lakshmi Bose,Kellogg's Corn Flakes 250g,Breakfast,6,599.68,2024-12-01,Delivered
ZPT101034,CUST1713,Riya Desai,Sprite 750ml,Cold Drinks,1,20.37,2023-11-14,Delivered
ZPT101035,CUST1317,Sneha Iyer,Dove Shampoo 180ml,Personal Care,3,886.05,2023-03-06,Cancelled
ZPT101036,CUST1303,Aarav Shah,Tata Salt 1kg,Staples,7,224.27,2023-06-13,Delivered
ZPT101037,CUST4908,Lakshmi Bose,Good Day Cashew 87g,Biscuits,1,813.76,2024-01-09,Processing
ZPT101038,CUST1484,Preeti Trivedi,Britannia Bread 400g,Bakery,3,325.67,2023-06-05,Delivered
ZPT101039,CUST2071,Nisha Pandey,Amul Butter 500g,Dairy,10,587.68,2023-03-04,Returned
ZPT101040,CUST4066,Bhavna Yadav,Maggi Noodles 70g,Instant Food,10,65.63,2023-04-04,Delivered
ZPT101041,CUST3942,Manish Tiwari,Vim Dishwash Bar 200g,Cleaning,5,660.8,2024-08-15,Returned
ZPT101042,CUST2309,Tarun Banerjee,Dettol Soap 75g,Personal Care,7,453.23,2023-11-03,Delivered
ZPT101043,CUST1585,Anita Dubey,Paper Boat Aam Panna 250ml,Juices,3,397.1,2024-05-11,Processing
ZPT101044,CUST3592,Vijay Kumar,Good Day Cashew 87g,Biscuits,4,493.97,2023-03-02,Delivered
ZPT101045,CUST3834,Divya Pillai,Real Fruit Juice 1L,Juices,5,148.47,2023-12-21,Delivered
ZPT101046,CUST1146,Rohan Verma,Real Fruit Juice 1L,Juices,9,748.96,2024-12-25,Delivered
ZPT101047,CUST1320,Pranav Jain,Saffola Gold Oil 1L,Oils,9,153.24,2023-11-21,Returned
ZPT101048,CUST1170,Sneha Iyer,Red Bull 250ml,Energy Drinks,4,41.28,2023-03-30,Delivered
ZPT101049,CUST1435,Vijay Kumar,Lays Cream Onion 26g,Snacks,1,128.05,2023-04-30,Delivered
ZPT101050,CUST1195,Aditi Choudhary,Too Yumm Multigrain 60g,Snacks,9,729.15,2024-11-24,Delivered
ZPT101051,CUST2542,Amit Sharma,Colgate Toothpaste 200g,Personal Care,1,638.2,2023-11-05,Delivered
ZPT101052,CUST3473,Sunita Rawat,Minute Maid Orange 1L,Juices,4,308.45,2023-12-21,Delivered
ZPT101053,CUST3218,Neha Gupta,Amul Butter 500g,Dairy,6,658.21,2024-06-13,Returned
ZPT101054,CUST2650,Nikhil Chopra,Pilsbury Maida 1kg,Staples,10,729.88,2023-03-12,Returned
ZPT101055,CUST1221,Rahul Joshi,Dove Shampoo 180ml,Personal Care,4,643.81,2023-08-14,Returned
ZPT101056,CUST4092,Nisha Pandey,Dove Shampoo 180ml,Personal Care,7,456.29,2023-06-21,Delivered
ZPT101057,CUST1070,Manish Tiwari,Harpic Toilet Cleaner 500ml,Cleaning,2,417.26,2023-06-30,Processing
ZPT101058,CUST2061,Preeti Trivedi,Nescafe Classic 50g,Beverages,6,12.77,2023-02-19,Processing
ZPT101059,CUST4832,Pooja Reddy,Tata Salt 1kg,Staples,2,430.13,2023-03-11,Delivered
ZPT101060,CUST2942,Sneha Iyer,Amul Milk 1L,Dairy,10,708.11,2023-01-27,Returned
ZPT101061,CUST3193,Bhavna Yadav,Epigamia Greek Yogurt 90g,Dairy,5,160.88,2024-12-18,Delivered
ZPT101062,CUST3468,Harsh Malhotra,Bournvita 500g,Beverages,9,784.89,2024-12-05,Delivered
ZPT101063,CUST1539,Gaurav Kapoor,India Gate Basmati 1kg,Staples,2,245.63,2024-06-16,Delivered
ZPT101064,CUST4882,Suresh Rao,Fortune Rice 5kg,Staples,10,639.34,2024-09-05,Delivered
ZPT101065,CUST2352,Aarav Shah,Parle-G Biscuits 100g,Biscuits,5,782.91,2024-11-14,Pending
ZPT101066,CUST3303,Aditi Choudhary,Sunfeast Dark Fantasy 75g,Biscuits,7,659.34,2024-11-16,Cancelled
ZPT101067,CUST1230,Amit Sharma,Fortune Sunflower Oil 1L,Oils,1,952.36,2024-04-24,Delivered
ZPT101068,CUST2454,Mohit Bhatt,Dettol Soap 75g,Personal Care,5,176.42,2023-01-23,Delivered
ZPT101069,CUST2461,Arjun Patel,Haldiram Bhujia 200g,Snacks,3,179.65,2023-04-13,Delivered
ZPT101070,CUST2305,Farhan Qureshi,Fortune Rice 5kg,Staples,10,394.42,2023-03-18,Returned
ZPT101071,CUST3605,Pooja Reddy,Kellogg's Corn Flakes 250g,Breakfast,3,861.54,2024-12-09,Delivered
ZPT101072,CUST1859,Nisha Pandey,Colgate Toothpaste 200g,Personal Care,6,286.31,2023-08-28,Delivered
ZPT101073,CUST1070,Mohit Bhatt,Dove Shampoo 180ml,Personal Care,1,817.15,2024-10-06,Delivered
ZPT101074,CUST3470,Anita Dubey,Britannia Bread 400g,Bakery,2,874.71,2024-04-07,Delivered
ZPT101075,CUST1391,Shreya Agarwal,Amul Butter 500g,Dairy,7,644.21,2024-01-19,Returned
ZPT101076,CUST3701,Kiran Nair,Aashirvaad Atta 5kg,Staples,5,330.76,2023-07-08,Cancelled
ZPT101077,CUST4198,Bhavna Yadav,Surf Excel 1kg,Cleaning,8,573.2,2023-09-04,Delivered
ZPT101078,CUST2235,Sneha Iyer,Kellogg's Corn Flakes 250g,Breakfast,2,973.29,2023-06-29,Delivered
ZPT101079,CUST1854,Amit Sharma,Ariel Washing Powder 500g,Cleaning,1,147.68,2024-10-31,Returned
ZPT101080,CUST1249,Deepak Mishra,India Gate Basmati 1kg,Staples,9,211.03,2024-11-18,Processing
ZPT101081,CUST4235,Manish Tiwari,Sunfeast Dark Fantasy 75g,Biscuits,8,674.45,2024-08-18,Delivered
ZPT101082,CUST1955,Kiran Nair,Nescafe Classic 50g,Beverages,6,319.73,2024-01-30,Returned
ZPT101083,CUST3066,Bhavna Yadav,Lays Cream Onion 26g,Snacks,2,529.26,2024-12-13,Delivered
ZPT101084,CUST4295,Kiran Nair,Fortune Sunflower Oil 1L,Oils,1,967.53,2024-08-11,Pending
ZPT101085,CUST1056,Preeti Trivedi,Nescafe Classic 50g,Beverages,7,986.34,2024-01-06,Delivered
ZPT101086,CUST1037,Swati Kulkarni,Epigamia Greek Yogurt 90g,Dairy,1,200.57,2023-07-15,Delivered
ZPT101087,CUST1338,Nisha Pandey,Epigamia Greek Yogurt 90g,Dairy,5,164.05,2024-10-02,Delivered
ZPT101088,CUST4674,Divya Pillai,Colgate Toothpaste 200g,Personal Care,9,620.25,2023-07-24,Cancelled
ZPT101089,CUST2004,Bhavna Yadav,Aashirvaad Atta 5kg,Staples,7,275.9,2024-06-15,Returned
ZPT101090,CUST4351,Anita Dubey,Quaker Oats 500g,Breakfast,10,773.55,2023-09-16,Delivered
ZPT101091,CUST3150,Pranav Jain,Fortune Sunflower Oil 1L,Oils,3,466.19,2024-02-22,Returned
ZPT101092,CUST2811,Lakshmi Bose,Good Day Cashew 87g,Biscuits,3,229.76,2023-05-24,Pending
ZPT101093,CUST4697,Nikhil Chopra,Too Yumm Multigrain 60g,Snacks,4,292.95,2023-08-24,Cancelled
ZPT101094,CUST4245,Bhavna Yadav,Maggi Noodles 70g,Instant Food,4,210.79,2024-07-29,Pending
ZPT101095,CUST4667,Farhan Qureshi,Red Bull 250ml,Energy Drinks,4,567.46,2024-12-14,Delivered
ZPT101096,CUST1823,Priya Mehta,Aashirvaad Atta 5kg,Staples,7,740.33,2023-08-14,Cancelled
ZPT101097,CUST4817,Shreya Agarwal,Haldiram Bhujia 200g,Snacks,5,60.97,2023-03-02,Cancelled
ZPT101098,CUST2734,Pranav Jain,Haldiram Bhujia 200g,Snacks,1,745.38,2023-11-14,Delivered
ZPT101099,CUST1453,Nikhil Chopra,Minute Maid Orange 1L,Juices,7,201.46,2023-09-01,Delivered
ZPT101100,CUST3492,Sanjay Das,Colgate Toothpaste 200g,Personal Care,4,870.65,2023-11-01,Returned
ZPT101101,CUST2673,Farhan Qureshi,Epigamia Greek Yogurt 90g,Dairy,6,451.81,2024-01-20,Pending
ZPT101102,CUST3239,Gaurav Kapoor,Mother Dairy Curd 400g,Dairy,7,967.8,2023-02-26,Returned
ZPT101103,CUST3905,Simran Kaur,Saffola Gold Oil 1L,Oils,8,768.48,2024-02-28,Processing
ZPT101104,CUST2921,Tarun Banerjee,Sprite 750ml,Cold Drinks,2,32.99,2024-05-14,Delivered
ZPT101105,CUST1041,Kiran Nair,Coca-Cola 1.25L,Cold Drinks,5,994.51,2023-10-31,Pending
ZPT101106,CUST1716,Pooja Reddy,Sprite 750ml,Cold Drinks,7,856.21,2024-06-05,Delivered
ZPT101107,CUST2243,Pooja Reddy,Too Yumm Multigrain 60g,Snacks,3,831.55,2023-09-20,Delivered
ZPT101108,CUST1494,Suresh Rao,Hide & Seek Biscuits 100g,Biscuits,1,620.69,2024-07-22,Delivered
ZPT101109,CUST1546,Lakshmi Bose,Real Fruit Juice 1L,Juices,10,489.45,2023-12-02,Pending
ZPT101110,CUST3499,Mohit Bhatt,Mother Dairy Curd 400g,Dairy,4,452.48,2024-11-27,Delivered
ZPT101111,CUST4895,Aditi Choudhary,Kellogg's Corn Flakes 250g,Breakfast,4,254.05,2023-01-27,Pending
ZPT101112,CUST3397,Priya Mehta,MTR Poha 500g,Breakfast,3,294.59,2024-11-20,Pending
ZPT101113,CUST2554,Preeti Trivedi,Hide & Seek Biscuits 100g,Biscuits,8,761.41,2023-12-26,Delivered
ZPT101114,CUST4888,Manish Tiwari,Mother Dairy Curd 400g,Dairy,5,679.13,2024-06-01,Delivered
ZPT101115,CUST3689,Aarav Shah,Sunfeast Dark Fantasy 75g,Biscuits,3,813.85,2024-01-17,Delivered
ZPT101116,CUST4117,Manish Tiwari,Britannia Bread 400g,Bakery,1,989.22,2024-10-21,Delivered
ZPT101117,CUST4222,Anjali Menon,Aashirvaad Atta 5kg,Staples,7,960.13,2023-06-19,Delivered
ZPT101118,CUST4705,Gaurav Kapoor,Aashirvaad Atta 5kg,Staples,1,917.28,2024-03-01,Returned
ZPT101119,CUST2113,Harsh Malhotra,Hide & Seek Biscuits 100g,Biscuits,1,713.12,2024-04-11,Delivered
ZPT101120,CUST3780,Suresh Rao,Lays Cream Onion 26g,Snacks,6,705.6,2023-09-19,Delivered
ZPT101121,CUST3928,Vijay Kumar,Coca-Cola 1.25L,Cold Drinks,8,833.17,2024-03-30,Delivered
ZPT101122,CUST2634,Anita Dubey,Minute Maid Orange 1L,Juices,8,404.62,2023-12-06,Returned
ZPT101123,CUST4868,Manish Tiwari,Mother Dairy Curd 400g,Dairy,1,146.97,2023-10-20,Returned
ZPT101124,CUST3874,Pranav Jain,Dove Shampoo 180ml,Personal Care,8,738.04,2023-06-19,Processing
ZPT101125,CUST3441,Swati Kulkarni,Ariel Washing Powder 500g,Cleaning,6,97.01,2024-10-08,Returned
ZPT101126,CUST1680,Anjali Menon,Dettol Soap 75g,Personal Care,1,10.42,2023-05-10,Returned
ZPT101127,CUST2881,Anita Dubey,Real Fruit Juice 1L,Juices,1,45.07,2024-01-08,Delivered
ZPT101128,CUST4679,Deepak Mishra,Paper Boat Aam Panna 250ml,Juices,2,363.77,2023-04-11,Delivered
ZPT101129,CUST1347,Manish Tiwari,Vim Dishwash Bar 200g,Cleaning,9,84.95,2023-04-04,Cancelled
ZPT101130,CUST3782,Rahul Joshi,Harpic Toilet Cleaner 500ml,Cleaning,4,403.39,2024-01-05,Delivered
ZPT101131,CUST4400,Arjun Patel,Maggi Noodles 70g,Instant Food,7,993.9,2024-08-06,Pending
ZPT101132,CUST1216,Rohan Verma,Sprite 750ml,Cold Drinks,1,448.45,2024-04-13,Delivered
ZPT101133,CUST2964,Gaurav Kapoor,Nescafe Classic 50g,Beverages,8,146.74,2024-11-04,Delivered
ZPT101134,CUST2576,Simran Kaur,Maggi Noodles 70g,Instant Food,4,650.59,2024-04-14,Pending
ZPT101135,CUST3646,Bhavna Yadav,Aashirvaad Atta 5kg,Staples,10,392.85,2023-04-08,Delivered
ZPT101136,CUST3299,Preeti Trivedi,Haldiram Bhujia 200g,Snacks,2,545.42,2023-06-04,Delivered
ZPT101137,CUST3683,Sanjay Das,Good Day Cashew 87g,Biscuits,8,970.6,2023-07-21,Delivered
ZPT101138,CUST3925,Bhavna Yadav,MTR Poha 500g,Breakfast,6,741.84,2023-07-04,Delivered
ZPT101139,CUST1461,Meera Thomas,Ariel Washing Powder 500g,Cleaning,1,170.45,2024-04-06,Processing
ZPT101140,CUST2878,Arjun Patel,Sprite 750ml,Cold Drinks,7,973.13,2024-12-14,Processing
ZPT101141,CUST4205,Nisha Pandey,Dettol Soap 75g,Personal Care,10,500.47,2024-07-29,Processing
ZPT101142,CUST1146,Kiran Nair,Lay's Classic Chips 26g,Snacks,5,816.36,2023-03-07,Delivered
ZPT101143,CUST1535,Anjali Menon,Real Fruit Juice 1L,Juices,8,670.4,2023-05-15,Delivered
ZPT101144,CUST1571,Aarav Shah,Real Fruit Juice 1L,Juices,4,568.06,2023-12-06,Delivered
ZPT101145,CUST3092,Gaurav Kapoor,India Gate Basmati 1kg,Staples,10,534.39,2024-08-10,Delivered
ZPT101146,CUST4224,Suresh Rao,Red Bull 250ml,Energy Drinks,2,814.77,2024-05-14,Delivered
ZPT101147,CUST4604,Riya Desai,Fortune Rice 5kg,Staples,6,655.65,2023-02-19,Returned
ZPT101148,CUST4429,Swati Kulkarni,Parle-G Biscuits 100g,Biscuits,10,398.77,2024-09-21,Delivered
ZPT101149,CUST4445,Mohit Bhatt,Hide & Seek Biscuits 100g,Biscuits,7,406.16,2024-01-28,Delivered
ZPT101150,CUST1852,Arjun Patel,Haldiram Bhujia 200g,Snacks,3,329.49,2023-05-22,Delivered
ZPT101151,CUST2970,Swati Kulkarni,Fortune Rice 5kg,Staples,6,672.21,2023-03-31,Pending
ZPT101152,CUST1146,Nikhil Chopra,Nescafe Classic 50g,Beverages,2,138.95,2023-05-22,Delivered
ZPT101153,CUST1840,Pooja Reddy,Colgate Toothpaste 200g,Personal Care,1,941.21,2024-04-13,Pending
ZPT101154,CUST2505,Sneha Iyer,Quaker Oats 500g,Breakfast,8,833.01,2024-12-28,Processing
ZPT101155,CUST4929,Divya Pillai,Fortune Sunflower Oil 1L,Oils,2,572.05,2023-08-09,Delivered
ZPT101156,CUST4854,Bhavna Yadav,Lays Cream Onion 26g,Snacks,9,107.15,2024-09-04,Processing
ZPT101157,CUST1636,Farhan Qureshi,Colgate Toothpaste 200g,Personal Care,7,748.34,2023-04-24,Delivered
ZPT101158,CUST1626,Sanjay Das,Quaker Oats 500g,Breakfast,4,668.84,2023-10-20,Returned
ZPT101159,CUST1827,Amit Sharma,Saffola Gold Oil 1L,Oils,4,399.77,2024-06-13,Delivered
ZPT101160,CUST4440,Simran Kaur,Aashirvaad Atta 5kg,Staples,4,889.73,2023-05-01,Delivered
ZPT101161,CUST1053,Neha Gupta,Bournvita 500g,Beverages,2,92.41,2024-03-10,Returned
ZPT101162,CUST2064,Deepak Mishra,Surf Excel 1kg,Cleaning,9,706.49,2023-03-02,Pending
ZPT101163,CUST2998,Sanjay Das,Tata Salt 1kg,Staples,3,86.44,2023-02-06,Processing
ZPT101164,CUST2393,Riya Desai,Nescafe Classic 50g,Beverages,8,235.78,2024-05-17,Delivered
ZPT101165,CUST1278,Bhavna Yadav,Paper Boat Aam Panna 250ml,Juices,8,427.13,2024-01-09,Cancelled
ZPT101166,CUST2127,Pranav Jain,Fortune Sunflower Oil 1L,Oils,3,938.63,2023-04-30,Delivered
ZPT101167,CUST2581,Kavya Nair,Bournvita 500g,Beverages,2,92.94,2023-10-01,Delivered
ZPT101168,CUST1814,Pranav Jain,Vim Dishwash Bar 200g,Cleaning,5,225.84,2023-04-16,Delivered
ZPT101169,CUST1356,Ananya Singh,Vim Dishwash Bar 200g,Cleaning,7,420.9,2024-01-13,Delivered
ZPT101170,CUST4334,Farhan Qureshi,Bournvita 500g,Beverages,5,418.16,2023-12-03,Pending
ZPT101171,CUST4266,Pranav Jain,MTR Poha 500g,Breakfast,6,861.29,2023-10-23,Processing
ZPT101172,CUST1592,Farhan Qureshi,Minute Maid Orange 1L,Juices,3,540.85,2023-09-19,Delivered
ZPT101173,CUST3622,Aditi Choudhary,Sunfeast Dark Fantasy 75g,Biscuits,2,112.76,2023-07-14,Delivered
ZPT101174,CUST2205,Priya Mehta,Paper Boat Aam Panna 250ml,Juices,3,764.95,2023-10-21,Delivered
ZPT101175,CUST4291,Rohan Verma,Minute Maid Orange 1L,Juices,9,837.24,2023-01-18,Delivered
ZPT101176,CUST4870,Nisha Pandey,India Gate Basmati 1kg,Staples,2,155.6,2024-11-12,Delivered
ZPT101177,CUST1258,Sneha Iyer,Dettol Soap 75g,Personal Care,4,697.46,2023-03-06,Cancelled
ZPT101178,CUST3154,Aarav Shah,Ariel Washing Powder 500g,Cleaning,1,849.57,2023-09-07,Delivered
ZPT101179,CUST2577,Riya Desai,Harpic Toilet Cleaner 500ml,Cleaning,3,671.43,2024-09-15,Cancelled
ZPT101180,CUST3019,Priya Mehta,Hide & Seek Biscuits 100g,Biscuits,8,273.97,2024-03-30,Delivered
ZPT101181,CUST3231,Mohit Bhatt,Paper Boat Aam Panna 250ml,Juices,6,75.97,2024-05-30,Processing
ZPT101182,CUST3792,Amit Sharma,Hide & Seek Biscuits 100g,Biscuits,10,843.25,2024-01-29,Processing
ZPT101183,CUST1997,Gaurav Kapoor,Kellogg's Corn Flakes 250g,Breakfast,10,141.92,2023-03-09,Pending
ZPT101184,CUST3667,Rahul Joshi,Sprite 750ml,Cold Drinks,8,952.67,2024-11-24,Cancelled
ZPT101185,CUST4740,Preeti Trivedi,India Gate Basmati 1kg,Staples,6,26.78,2024-12-11,Returned
ZPT101186,CUST1587,Arjun Patel,Tata Salt 1kg,Staples,7,560.49,2023-07-08,Cancelled
ZPT101187,CUST2998,Kiran Nair,Tropicana Guava 1L,Juices,2,319.8,2024-03-01,Pending
ZPT101188,CUST4640,Bhavna Yadav,Bournvita 500g,Beverages,7,627.26,2024-07-01,Delivered
ZPT101189,CUST4137,Riya Desai,Fortune Sunflower Oil 1L,Oils,10,51.98,2024-01-05,Processing
ZPT101190,CUST3383,Nikhil Chopra,Sunfeast Dark Fantasy 75g,Biscuits,4,902.97,2023-03-05,Delivered
ZPT101191,CUST3024,Bhavna Yadav,Sprite 750ml,Cold Drinks,10,266.93,2024-01-09,Delivered
ZPT101192,CUST1468,Anita Dubey,Ariel Washing Powder 500g,Cleaning,4,694.0,2024-08-05,Delivered
ZPT101193,CUST2987,Anita Dubey,Hide & Seek Biscuits 100g,Biscuits,4,906.09,2024-12-18,Delivered
ZPT101194,CUST2679,Arjun Patel,Amul Milk 1L,Dairy,6,871.87,2024-02-23,Delivered
ZPT101195,CUST3752,Rahul Joshi,Dettol Soap 75g,Personal Care,3,22.17,2023-12-25,Pending
ZPT101196,CUST1865,Sanjay Das,Colgate Toothpaste 200g,Personal Care,5,859.75,2023-01-04,Delivered
ZPT101197,CUST2360,Kiran Nair,Good Day Cashew 87g,Biscuits,2,129.54,2023-03-08,Returned
ZPT101198,CUST2169,Nisha Pandey,Pilsbury Maida 1kg,Staples,9,469.09,2023-03-04,Delivered
ZPT101199,CUST1497,Bhavna Yadav,Sprite 750ml,Cold Drinks,7,667.33,2024-05-28,Returned
ZPT101200,CUST1003,Meera Thomas,Saffola Gold Oil 1L,Oils,3,298.18,2024-04-08,Delivered
ZPT101201,CUST4037,Simran Kaur,MTR Poha 500g,Breakfast,6,190.98,2023-07-01,Returned
ZPT101202,CUST4769,Lakshmi Bose,Minute Maid Orange 1L,Juices,6,684.74,2024-07-01,Processing
ZPT101203,CUST1458,Deepak Mishra,Britannia Bread 400g,Bakery,3,373.37,2024-09-30,Delivered
ZPT101204,CUST1230,Gaurav Kapoor,Ariel Washing Powder 500g,Cleaning,10,326.94,2024-11-26,Pending
ZPT101205,CUST4942,Meera Thomas,Harpic Toilet Cleaner 500ml,Cleaning,2,679.07,2023-08-30,Cancelled
ZPT101206,CUST3615,Harsh Malhotra,Surf Excel 1kg,Cleaning,1,435.47,2023-06-08,Delivered
ZPT101207,CUST2255,Kavya Nair,Dove Shampoo 180ml,Personal Care,2,201.72,2023-09-21,Pending
ZPT101208,CUST1405,Suresh Rao,Parle-G Biscuits 100g,Biscuits,2,253.06,2023-10-03,Returned
ZPT101209,CUST4604,Nisha Pandey,Real Fruit Juice 1L,Juices,1,957.9,2023-12-02,Delivered
ZPT101210,CUST3666,Aditi Choudhary,Vim Dishwash Bar 200g,Cleaning,8,430.33,2024-12-17,Delivered
ZPT101211,CUST1409,Ananya Singh,Kellogg's Corn Flakes 250g,Breakfast,8,697.44,2023-04-21,Returned
ZPT101212,CUST1842,Anita Dubey,Minute Maid Orange 1L,Juices,1,930.48,2023-11-09,Delivered
ZPT101213,CUST3853,Tarun Banerjee,Quaker Oats 500g,Breakfast,2,684.23,2023-08-28,Delivered
ZPT101214,CUST4826,Sanjay Das,Vim Dishwash Bar 200g,Cleaning,1,939.67,2024-06-11,Delivered
ZPT101215,CUST1023,Simran Kaur,Good Day Cashew 87g,Biscuits,8,630.4,2024-07-04,Pending
ZPT101216,CUST4178,Kavya Nair,Epigamia Greek Yogurt 90g,Dairy,3,328.13,2023-06-05,Returned
ZPT101217,CUST3521,Rahul Joshi,Lay's Classic Chips 26g,Snacks,6,883.1,2023-02-09,Delivered
ZPT101218,CUST1710,Anita Dubey,Aashirvaad Atta 5kg,Staples,1,573.92,2023-03-03,Delivered
ZPT101219,CUST1951,Mohit Bhatt,Vim Dishwash Bar 200g,Cleaning,10,888.59,2023-08-21,Processing
ZPT101220,CUST3747,Kiran Nair,Tropicana Guava 1L,Juices,1,301.19,2024-06-28,Processing
ZPT101221,CUST1959,Mohit Bhatt,Hide & Seek Biscuits 100g,Biscuits,8,226.3,2023-11-29,Delivered
ZPT101222,CUST2230,Amit Sharma,Epigamia Greek Yogurt 90g,Dairy,9,116.88,2023-11-14,Delivered
ZPT101223,CUST2549,Manish Tiwari,Sprite 750ml,Cold Drinks,5,977.24,2023-04-16,Delivered
ZPT101224,CUST1635,Varun Saxena,Fortune Rice 5kg,Staples,9,66.74,2024-07-26,Delivered
ZPT101225,CUST1872,Rahul Joshi,MTR Poha 500g,Breakfast,1,258.08,2024-12-07,Delivered
ZPT101226,CUST2272,Deepak Mishra,Too Yumm Multigrain 60g,Snacks,9,638.08,2023-11-19,Delivered
ZPT101227,CUST2858,Simran Kaur,Red Bull 250ml,Energy Drinks,9,592.4,2024-10-08,Cancelled
ZPT101228,CUST4947,Neha Gupta,Harpic Toilet Cleaner 500ml,Cleaning,4,152.99,2023-07-25,Returned
ZPT101229,CUST3785,Pranav Jain,Pilsbury Maida 1kg,Staples,10,701.34,2023-01-21,Processing
ZPT101230,CUST3195,Nikhil Chopra,Kellogg's Corn Flakes 250g,Breakfast,3,95.7,2023-10-23,Delivered
ZPT101231,CUST3004,Meera Thomas,Sunfeast Dark Fantasy 75g,Biscuits,9,125.94,2024-01-05,Processing
ZPT101232,CUST3588,Mohit Bhatt,Kellogg's Corn Flakes 250g,Breakfast,10,759.5,2023-08-01,Processing
ZPT101233,CUST1603,Ananya Singh,Aashirvaad Atta 5kg,Staples,10,184.14,2023-07-24,Processing
ZPT101234,CUST3861,Tarun Banerjee,Epigamia Greek Yogurt 90g,Dairy,3,988.56,2023-10-14,Delivered
ZPT101235,CUST1065,Amit Sharma,Paper Boat Aam Panna 250ml,Juices,5,199.78,2024-05-05,Processing
ZPT101236,CUST4063,Bhavna Yadav,Haldiram Bhujia 200g,Snacks,10,132.39,2024-03-26,Delivered
ZPT101237,CUST3423,Kavya Nair,Real Fruit Juice 1L,Juices,8,610.85,2024-05-09,Returned
ZPT101238,CUST4417,Bhavna Yadav,Colgate Toothpaste 200g,Personal Care,4,364.18,2024-07-29,Processing
ZPT101239,CUST1118,Bhavna Yadav,Epigamia Greek Yogurt 90g,Dairy,9,714.71,2023-10-17,Delivered
ZPT101240,CUST3337,Sunita Rawat,Coca-Cola 1.25L,Cold Drinks,6,318.01,2023-02-08,Processing
ZPT101241,CUST1530,Bhavna Yadav,MTR Poha 500g,Breakfast,3,360.99,2023-03-21,Pending
